MAD	0.9406525542239488
36623	0.8770784	0.7514869	-0.6977339	0.99552906	-0.9932502	-0.321759	0.5312263	0.43592092	0.5818955	-0.6818012	-0.027171966	-0.30219284	-0.31734675	0.9310415	-0.92118967	0.8074094	-0.5226368	-0.332027	0.9464072	-0.6945239	0.5005335	0.4690447	0.32312015	0.28985313	0.0871759	0.6051734	0.7472625	-0.7245778	0.51145864	0.30723023	-0.9870881	0.20779973	
10897	0.007602894	0.2802929	0.023481535	-0.4446875	0.6012369	-0.03930437	0.3351736	0.21499608	0.14973755	-0.32145905	-0.34200436	-0.29697818	-0.03250335	0.018705	0.24884221	-0.003003178	0.019023351	-0.02299395	-0.18203801	-0.10185008	-0.035544492	0.22107123	-0.084751114	0.015348256	0.10096879	0.24226274	0.41502872	0.121241376	0.07754773	0.13054048	0.23518606	0.2451154	
17397	0.9363577	0.7944389	-0.79450804	0.9993478	-0.99890363	-0.40480724	0.5852245	0.36265606	0.5529381	-0.83652616	0.026679061	-0.3359932	-0.26865572	0.9851014	-0.9747459	0.8917251	-0.7123342	-0.2729007	0.9876912	-0.734619	0.35454074	0.5508656	0.17338736	0.4063012	0.10592758	0.6656222	0.6448858	-0.8367787	0.51949203	0.4085162	-0.9977942	0.24311674	
25131	0.17400628	-0.20752546	0.068338685	-0.3055601	-0.03337714	0.5217291	0.39799994	0.13145806	0.039459683	-0.36493203	-0.35136276	-0.24674697	-0.094913036	0.32157576	0.38928744	-0.07712499	-0.14058161	-0.34357074	-0.17560191	0.23903231	0.4607177	-0.027286291	-0.062028516	0.086090155	-0.04356851	0.22104162	0.2908131	0.2594583	0.21253942	-0.10814024	-0.16595659	0.16454183	
17319	0.527828	0.45168388	-0.39069274	0.8959677	-0.881223	-0.15101935	0.3377711	0.28939432	0.28059363	-0.36093688	0.00231016	-0.09041449	-0.16041867	0.675528	-0.6432875	0.4161929	-0.2687782	-0.16443259	0.6882943	-0.34440625	0.35773447	0.25061923	0.15560402	0.13068911	0.06811697	0.3514636	0.54530895	-0.3891664	0.24794729	0.14785159	-0.83571863	0.11907238	
6645	0.018543413	0.23508546	-0.022549938	-0.23019248	0.28875697	-0.049650464	0.22098428	0.09947456	0.16989416	-0.13804205	-0.19198148	-0.20041904	0.004886156	-0.03079557	0.10370188	0.016808959	0.009804928	0.055996228	-0.10151406	-0.11347096	0.07229391	0.2255393	0.013962437	0.04895823	0.06044895	0.16905193	0.33326918	0.038625147	0.094367094	0.118661925	0.15715735	0.10322236	
11546	0.71693385	0.6475204	-0.49990267	0.9428873	-0.9290167	-0.2465485	0.38369387	0.25979146	0.5051932	-0.5077451	-0.073541485	-0.3258338	-0.21617094	0.7382694	-0.7409689	0.64243203	-0.2649213	-0.2619955	0.7889773	-0.564324	0.4497482	0.3777293	0.25780794	0.24387988	0.08504638	0.51109076	0.6415851	-0.48306012	0.36828917	0.24964574	-0.89466125	0.1821696	
98584	0.25832906	-0.32884994	-0.19921237	0.6096346	-0.49924117	-0.017892838	0.015246459	-0.21079564	-0.0610799	-0.32884508	-0.15198848	0.00870091	0.006730227	0.4286325	-0.22137251	0.38544697	-0.07383411	-0.06322196	0.31938383	0.063600115	0.049984224	-0.2455088	0.07055931	0.111789376	0.12049051	-0.06155041	0.048119944	-0.11889933	0.14700109	0.07640448	-0.4730726	-0.07417626	
52040	0.63761276	0.5892279	-0.5202759	0.9921483	-0.99194205	-0.18707423	0.41436562	0.2969805	-0.20558208	-0.6742585	0.42082307	0.23968413	-0.1157405	0.9744841	-0.9114621	0.24127138	-0.76728046	0.069049485	0.9627419	-0.05655871	-0.27169687	0.45589128	-0.46136084	0.21139468	0.14130339	0.4861541	-0.0093214195	-0.62657243	-0.05731273	0.28905946	-0.9896864	0.09229722	
7721	-0.013368956	0.2687811	0.0046299957	-0.30119815	0.34219733	-0.020442422	0.2558086	0.13916822	0.18314704	-0.15313576	-0.21770315	-0.22327231	-0.00852987	-0.022618039	0.15252502	0.0013226409	0.008143097	0.04376181	-0.14952058	-0.10228579	0.078863755	0.23813435	-0.009742219	0.04432387	0.047392048	0.20356195	0.34410563	0.042460974	0.10278059	0.0941019	0.18347412	0.13069122	
44358	0.90902966	0.76167184	-0.74976885	0.9984979	-0.99767	-0.3496326	0.5711322	0.38309664	0.51062006	-0.7727131	0.051580787	-0.30341616	-0.26900765	0.97223675	-0.9603835	0.8490811	-0.6543041	-0.28681347	0.9769861	-0.7026861	0.35634533	0.5018469	0.1987107	0.33832654	0.05631147	0.61487895	0.654899	-0.79752237	0.49848533	0.36970034	-0.9955804	0.19916472	
22424	0.044597045	0.16943295	-0.053335402	-0.0719795	0.09910921	-0.047605827	0.1720679	0.04303679	0.15212323	-0.103125185	-0.1418424	-0.15684904	0.020640666	0.010051883	0.025028458	0.06093372	-0.003093687	0.06387621	-0.041475315	-0.10033072	0.09545526	0.17717616	0.044967707	0.06531114	0.053573016	0.1273739	0.28380057	-0.0048223003	0.106245704	0.1112307	0.06980349	0.04346229	
460	-0.73522294	-0.3169905	0.5850304	-0.99743205	0.9968763	0.26425368	-0.22386749	-0.026830101	0.32379964	0.69942135	-0.4441577	-0.26210332	0.06624173	-0.986262	0.9537459	-0.54322606	0.82128346	-0.12022425	-0.98181623	0.07216975	0.583927	-0.25155193	0.4535984	-0.1237526	0.07572189	-0.1081398	0.597306	0.7751953	0.037773307	-0.25485718	0.9956881	0.04812344	
18092	0.30058187	-0.2684838	-0.19608949	0.63329494	-0.50007546	-0.22712363	-0.06810248	-0.29857206	-0.04694113	-0.16278346	-0.03920773	0.032347355	0.08948808	0.23344618	-0.3467191	0.39231703	-0.0020034786	0.08842801	0.42882308	-0.067973465	-0.09035238	-0.10287567	0.17557216	0.120228186	0.18758526	-0.113453545	0.09532831	-0.20115705	0.101872236	0.1977064	-0.39290765	-0.14997566	
17340	0.9998156	0.99949723	-0.9986372	1.0	-1.0	-0.82251436	0.9560056	0.99585366	0.9949802	-0.9033199	0.05004266	0.37190688	-0.9577212	0.9997943	-0.9998225	0.99693656	-0.9177046	-0.9507802	0.99990344	-0.98882896	0.9962141	0.96131	0.95802265	0.4983735	0.7124945	0.99150205	0.99990386	-0.9884139	0.9372797	0.20199542	-0.9999995	0.4353693	
9346	0.29875687	-0.96389633	-0.22092175	0.9666981	-0.541158	0.8834616	0.6483275	0.11161346	-0.5870495	-0.9953281	-0.9134954	-0.20265198	-0.6014651	0.99910355	0.40192413	0.9578738	-0.7055332	-0.92450666	0.44593024	0.89804393	-0.5839796	-0.98884463	-0.7782642	0.0066005145	0.16355817	0.29436174	-0.5685866	-0.021573264	0.34831107	-0.835404	-0.99190897	0.5732447	
33148	0.7043345	0.50815797	-0.5917389	0.98614675	-0.98358923	-0.1800695	0.46713063	0.3237319	0.14021713	-0.5590499	0.14421934	0.026048398	-0.16356084	0.91113204	-0.88075167	0.61113197	-0.5254491	-0.098603696	0.9197663	-0.37193865	0.15850146	0.32968542	0.12783049	0.1886276	-0.015739515	0.3598542	0.47145903	-0.60695165	0.2891621	0.19041653	-0.9742687	0.044697817	
8186	0.10083987	0.059588734	-0.08280382	0.0993252	-0.03603303	-0.06114815	0.13373418	-0.020175919	0.10277476	-0.15165536	-0.14076239	-0.11990171	0.021305714	0.08853476	-0.0322938	0.13580258	-0.01099996	0.04539672	0.059483636	-0.075504586	0.078570545	0.097701974	0.058755655	0.07554036	0.07727798	0.07833853	0.23954807	-0.032592796	0.11045509	0.11808073	-0.05295522	0.018854605	
25926	-0.17923214	0.061112937	0.14594184	-0.75018734	0.7437629	0.050155323	0.04573753	0.05956294	0.29348922	0.20784423	-0.2527012	-0.20912176	-0.026610252	-0.6639527	0.51077425	-0.060091347	0.40335685	-0.10846696	-0.6236933	-0.13463326	0.4410129	-0.0076291454	0.28003848	0.015025641	0.068483844	0.11761145	0.52615523	0.2965018	0.12753837	-0.030021502	0.7417543	0.08548439	
28124	0.11463262	0.048458867	-0.09793684	0.15741946	-0.10207265	-0.085830055	0.10183202	-0.051215827	0.10287669	-0.110466585	-0.10298575	-0.100799255	0.039808758	0.070428476	-0.08238645	0.14803968	-0.008954266	0.06856126	0.087974675	-0.08814661	0.06583237	0.10204509	0.08299674	0.079892345	0.08227798	0.05579276	0.22837487	-0.057322234	0.10620965	0.12962028	-0.06656301	-0.020109082	
103141	-0.63384163	-0.22737603	0.45669192	-0.9803214	0.9761185	0.17319006	-0.1291381	-0.045030396	0.13457388	0.5366874	-0.26668158	-0.12271237	0.050001547	-0.9227804	0.86097795	-0.50081915	0.6264377	-0.03752776	-0.91883355	0.16539241	0.39946055	-0.16590717	0.23279049	-0.112278916	0.042087633	-0.088906035	0.41599375	0.6208096	-0.06363311	-0.1526028	0.9695156	0.022934604	
6966	0.12376733	0.045700643	-0.08876141	0.13077754	-0.04218767	-0.09125574	0.13645385	-0.021766102	0.07440616	-0.17989442	-0.14454561	-0.12923342	0.039079823	0.097129755	-0.04985628	0.15276837	-0.012408711	0.034321938	0.098512754	-0.091151915	0.057380766	0.07187982	0.0645921	0.07025222	0.09752672	0.05063569	0.23974723	-0.041229565	0.10798821	0.1450908	-0.079618335	0.025085256	
5886	0.714677	0.7398353	-0.42745298	0.6483931	-0.5916658	-0.18017727	0.33956787	0.43096578	0.7932314	-0.2352756	-0.37401095	-0.5220685	-0.36605638	-0.075702794	-0.3496927	0.7181886	0.27963242	-0.47309527	0.23892729	-0.75131285	0.818184	0.33653384	0.6545021	0.26234475	0.19238359	0.60423684	0.89359456	-0.26697958	0.5560639	0.1824073	-0.36551598	0.3069707	
101645	0.15399174	-0.06711183	-0.06734008	0.26412892	-0.23722011	-0.07499361	0.09846378	-0.11473302	0.026081396	-0.17435388	-0.14426492	-0.08194626	0.026256852	0.14233294	-0.06989568	0.2197285	-0.012413714	0.026594667	0.1993162	-0.050029244	0.106856816	0.0020453604	0.10821184	0.09291347	0.1044777	0.022407003	0.17080083	-0.07048271	0.14432438	0.13013938	-0.19860679	0.013228942	
